"chr"	"marker"	"cm"	"mb"	"sp"
2	118	47.83315479	24.732464	"dpse"
2	119	47.99185548	24.885798	"dpse"
2	120	48.07128626	24.99689	"dpse"
2	121	48.15141626	25.15715	"dpse"
2	122	48.35043756	25.330212	"dpse"
2	123	48.90527229	25.474138	"dpse"
2	124	49.61891624	25.619483	"dpse"
2	125	50.490107075	25.74385	"dpse"
2	126	50.687664835	26.052534	"dpse"
2	127	50.727458365	26.242027	"dpse"
2	128	50.849360215	26.358124	"dpse"
2	129	50.931268395	26.499345	"dpse"
2	130	51.051398395	26.616545	"dpse"
2	131	51.091161785	26.744814	"dpse"
2	132	51.487477595	26.881005	"dpse"
2	133	51.56685125	26.914998	"dpse"
2	134	51.725861	27.05634	"dpse"
2	135	51.84508758	27.214256	"dpse"
2	136	52.04354812	27.3687	"dpse"
2	137	52.32205147	27.49331	"dpse"
2	138	52.401665695	27.611257	"dpse"
2	139	53.199149575	28.595805	"dpse"
2	140	53.361118055	29.608108	"dpse"
2	141	53.520111655	30.601818	"dpse"
