"chr"	"marker"	"cm"	"mb"	"sp"
2	"csou54"	20.8	4.19847	"csem"
2	"scaffold490_218"	50.5	17.748445	"csem"
2	"scaffold1873_61125"	43.3	7.633687	"csem"
2	"scaffold447_21249"	44	7.842789	"csem"
2	"cyse241"	49.3	8.60709	"csem"
2	"Scaffold000429"	51.3	14.815738	"csem"
2	"scaffold1919_61948"	49.9	12.392475	"csem"
2	"HSTS-g"	28.1	4.505375	"csem"
2	"csou30"	53.9	12.556042	"csem"
2	"Scaffold079663"	46.3	13.67004	"csem"
2	"scaffold215_7592"	48.4	10.790211	"csem"
2	"Scaffold000429"	51.3	14.815519	"csem"
2	"Scaffold076662"	0	2.579103	"csem"
2	"scaffold1764_59154"	15.2	3.751493	"csem"
2	"scaffold1197_47382"	11.7	1.211023	"csem"
2	"scaffold2320_65962"	1.39999999999999	0.925146	"csem"
2	"scaffold687_31557"	27.9	4.991973	"csem"
2	"scaffold1544_57049"	51.7	11.427024	"csem"
2	"hncyse133"	25.7	4.578757	"csem"
2	"Scaffold076662"	0	2.578899	"csem"
2	"scaffold593_28614"	75.1	19.385949	"csem"
2	"cyse72"	61.1	19.394929	"csem"
2	"scaffold569_26604"	37	6.090039	"csem"
2	"scaffold908_38918"	56.6	18.721384	"csem"
2	"scaffold2368_66664"	7.39999999999999	1.427749	"csem"
2	"cyse71"	33.7	6.971191	"csem"
2	"scaffold215_7592"	48.4	10.78895	"csem"
2	"scaffold7742_1173"	62.4	18.885424	"csem"
2	"csou05"	63.5	14.699223	"csem"
2	"scaffold99_5221"	5	0.591691	"csem"
2	"scaffold340_17565"	19.4	3.216135	"csem"
2	"scaffold2368_66664"	7.39999999999999	1.424931	"csem"
2	"scaffold1764_59160"	18	3.805376	"csem"
2	"cyse104"	15.6	3.27464	"csem"
2	"scaffold99_5163"	2.09999999999999	0.832771	"csem"
3	"scaffold365_18009"	25.8	13.283458	"csem"
3	"Scaffold079499"	4.7	15.354892	"csem"
3	"scaffold3045_69830"	23.6	9.681554	"csem"
3	"scaffold1906_61429"	28.5	12.374465	"csem"
3	"scaffold2251_65540"	31.2	7.037784	"csem"
3	"cyse95"	15.9	6.80644	"csem"
3	"csou15"	2.7	15.590288	"csem"
3	"scaffold365_18009"	25.8	13.282636	"csem"
3	"cyse270"	47.9	14.458242	"csem"
3	"scaffold1906_61423"	12.9	12.353888	"csem"
3	"scaffold897_38337"	21.5	2.768806	"csem"
3	"scaffold2251_65541"	29.4	12.253007	"csem"
3	"hncse148"	27.3	15.874635	"csem"
3	"scaffold486_23323"	27.9	12.199884	"csem"
3	"scaffold1060_43080"	0	6.579216	"csem"
3	"scaffold2251_65540"	31.2	12.24276	"csem"
3	"Scaffold080351"	25.2	11.259398	"csem"
3	"scaffold2251_65541"	29.4	12.252795	"csem"
3	"scaffold365_18002"	36.8	13.230807	"csem"
3	"scaffold3045_69836"	44.1	9.72329	"csem"
3	"csou15"	2.7	15.590642	"csem"
3	"scaffold1442_54298"	43.2	15.223531	"csem"
3	"cyse184"	15.7	3.736077	"csem"
3	"Scaffold079499"	4.7	11.684703	"csem"
3	"scaffold900_25788"	13.2	8.700385	"csem"
4	"scaffold1871_60636"	24.6	5.843399	"csem"
4	"scaffold1681_58260"	26.5	6.215841	"csem"
4	"scaffold531_25352"	11.6	2.897846	"csem"
4	"hncse104"	7.5	1.865312	"csem"
4	"ST177"	53	18.587624	"csem"
4	"scaffold1871_60636"	24.6	10.793061	"csem"
4	"scaffold58_3304"	16	1.287867	"csem"
4	"hncse101"	8.80000000000001	1.865309	"csem"
4	"ST210"	51.6	18.611131	"csem"
4	"hncyse107"	46.1	17.92675	"csem"
4	"ST192"	50.6	18.575567	"csem"
4	"scaffold103_5051"	17.7	5.044692	"csem"
4	"scaffold1681_58257"	27.1	6.245735	"csem"
4	"scaffold15_344"	39.1	8.808307	"csem"
4	"ST204"	52	18.607906	"csem"
4	"scaffold170_8353"	15.5	4.848433	"csem"
4	"scaffold628_29487"	16.4	2.450781	"csem"
4	"hncse99"	14.4	0.42612	"csem"
4	"scaffold103_5051"	17.7	5.044853	"csem"
4	"hncse90"	0	1.865311	"csem"
4	"Scaffold075491"	51.4	10.625769	"csem"
4	"hncse83"	66.7	19.43761	"csem"
4	"ST211"	50.7	18.614093	"csem"
4	"scaffold808_35270"	9.40000000000001	2.31706	"csem"
4	"scaffold1228_48640"	15.1	4.208886	"csem"
4	"scaffold372_12391"	31	12.513315	"csem"
4	"ST186"	53.1	18.595046	"csem"
4	"scaffold1871_60636"	24.6	5.843609	"csem"
4	"ST196"	53.6	18.577977	"csem"
4	"ST232"	56.5	18.632742	"csem"
4	"cyse225"	45.5	16.303842	"csem"
4	"ST195"	63.1	18.577436	"csem"
4	"hncse83"	66.7	19.43606	"csem"
4	"ST173"	71.8	18.655847	"csem"
4	"ST184"	51.9	18.594207	"csem"
4	"cyse69"	67.3	19.720361	"csem"
4	"scaffold870_2008"	43.5	14.117033	"csem"
4	"ST210"	51.6	18.611238	"csem"
4	"scaffold893_37729"	25.7	6.18333	"csem"
4	"hncyse107"	46.1	17.926481	"csem"
4	"ST228"	53.1	18.62793	"csem"
4	"ST169"	49.3	18.651801	"csem"
4	"scaffold662_30602"	37	10.718261	"csem"
4	"scaffold1740_58904"	44.6	13.102868	"csem"
4	"ST154"	55.9	18.673485	"csem"
4	"scaffold2484_67905"	54.5	17.627467	"csem"
4	"ST153"	51	18.673385	"csem"
4	"ST209"	54.8	18.611115	"csem"
4	"ST193"	53.6	18.576796	"csem"
4	"scaffold2094_64308"	14.2	3.935162	"csem"
4	"scaffold3153_70071"	36.8	12.337795	"csem"
4	"ST157"	52.5	18.595025	"csem"
4	"ST166"	60.3	18.667923	"csem"
4	"scaffold1823_60337"	39.7	9.729491	"csem"
4	"scaffold83_3406"	37.9	9.578641	"csem"
4	"Scaffold080489"	6.10000000000001	1.417232	"csem"
4	"Scaffold000325"	35.6	18.164968	"csem"
4	"ST176"	58	18.65846	"csem"
4	"ST50"	22.3	5.712604	"csem"
4	"scaffold1934_62242"	44.2	15.066065	"csem"
4	"scaffold3153_70072"	41.3	12.338433	"csem"
4	"ST175"	53.4	18.657722	"csem"
4	"scaffold3741_70921"	21	8.457129	"csem"
4	"ST170"	53.1	18.651835	"csem"
4	"scaffold1354_51497"	42.3	12.387492	"csem"
4	"hncse258"	28.8	6.469202	"csem"
4	"scaffold608_29071"	21.9	6.366242	"csem"
4	"ST219"	64.9	18.621875	"csem"
4	"ST222"	52.2	18.624072	"csem"
4	"ST208"	54.2	18.611007	"csem"
4	"scaffold508_23760"	23.2	5.501173	"csem"
4	"scaffold1823_60337"	39.7	9.817068	"csem"
4	"ST209"	54.8	18.611223	"csem"
4	"scaffold884_37426"	4.80000000000001	2.712828	"csem"
4	"scaffold83_3406"	37.9	9.578776	"csem"
4	"hsts-1"	2.60000000000001	0.573834	"csem"
4	"ST155"	52.8	18.64598	"csem"
4	"ST151"	48	18.67271	"csem"
4	"hncse72"	24.2	5.692624	"csem"
4	"ST214"	53.2	18.617916	"csem"
4	"cyse225"	45.5	17.62129	"csem"
5	"scaffold498_23471"	42.2	13.108627	"csem"
5	"Scaffold000356"	43.9	13.987213	"csem"
5	"Scaffold075862"	61.3	18.371678	"csem"
5	"Scaffold000391"	49.1	14.298149	"csem"
5	"scaffold533_25540"	27.4	4.617639	"csem"
5	"hsts-A"	56.6	16.572281	"csem"
5	"scaffold1721_1835"	26.5	13.37953	"csem"
5	"gene177"	35.2	7.951263	"csem"
5	"scaffold27_281"	39.1	12.911012	"csem"
5	"hncse106"	24.8	4.844555	"csem"
5	"hncse229"	73	15.547879	"csem"
5	"scaffold2270_65667"	47.4	13.392648	"csem"
5	"scaffold352_17499"	29.7	8.34367	"csem"
5	"B121-20"	27.7	10.309382	"csem"
5	"scaffold3321_70434"	60	17.805637	"csem"
5	"scaffold1258_49011"	58.4	17.00172	"csem"
5	"scaffold2143_64422"	0	6.476238	"csem"
5	"scaffold2005_62887"	44.9	14.152016	"csem"
5	"scaffold2270_65667"	47.4	13.392455	"csem"
5	"B121-20"	27.7	10.307231	"csem"
5	"scaffold954_39899"	31.3	8.881391	"csem"
5	"Scaffold000306"	32	9.065487	"csem"
5	"hncse221"	23.9	5.626074	"csem"
5	"scaffold1114_44924"	63.1	17.65219	"csem"
5	"scaffold627_29518"	41.2	12.12197	"csem"
5	"scaffold1141_45311"	54.4	15.873837	"csem"
5	"cyse102"	26.8	4.626834	"csem"
5	"hncse178"	54.2	17.245912	"csem"
5	"Scaffold074306"	69.2	19.228638	"csem"
5	"scaffold3321_70434"	60	9.340553	"csem"
5	"Scaffold080375"	37.6	12.343352	"csem"
5	"cyse267"	13.6	7.672604	"csem"
5	"cyse102"	26.8	4.625167	"csem"
5	"scaffold660_30731"	52.7	14.840773	"csem"
5	"scaffold314_15619"	50.9	15.450509	"csem"
5	"scaffold1420_53607"	66	18.65973	"csem"
5	"Scaffold078830"	52.1	15.198829	"csem"
5	"scaffold533_25474"	25.5	4.188287	"csem"
5	"scaffold660_30734"	51.2	14.874539	"csem"
5	"scaffold931_40176"	18.3	11.814022	"csem"
5	"scaffold686_31835"	11.1	11.634598	"csem"
5	"hncyse108"	4.8	0.810167	"csem"
5	"scaffold1181_46598"	28.9	6.671957	"csem"
6	"Scaffold077589"	27.5	5.984117	"csem"
6	"scaffold1953_62372"	34.2	7.188548	"csem"
6	"scaffold1263_49312"	44	12.573072	"csem"
6	"csou27"	22.8	5.008478	"csem"
6	"ST10"	18.9	0.469835	"csem"
6	"scaffold4670_71357"	45.8	12.8684	"csem"
6	"cyse284"	40.2	14.51925	"csem"
6	"Scaffold000342"	21.3	2.902866	"csem"
6	"Scaffold000089"	35.4	1.75091	"csem"
6	"Scaffold076797"	26.6	5.960162	"csem"
6	"Scaffold078212"	31.5	5.42608	"csem"
6	"scaffold1525_55172"	18	0.958221	"csem"
6	"hncse45"	41	11.327359	"csem"
6	"scaffold582_27999"	9.6	3.097823	"csem"
6	"scaffold586_28587"	28.5	11.003615	"csem"
6	"Scaffold000422"	14.3	0.243312	"csem"
6	"scaffold2694_68734"	49.5	11.345329	"csem"
6	"scaffold1029_2408"	35.3	8.207783	"csem"
6	"scaffold225_10803"	0	3.965808	"csem"
6	"scaffold1265_2428"	62.8	9.586684	"csem"
6	"scaffold354_740"	11.1	0.677511	"csem"
6	"scaffold1263_49343"	64.7	12.717831	"csem"
6	"scaffold1085_44234"	18.6	2.126893	"csem"
6	"Scaffold079788"	38.2	8.696009	"csem"
6	"Scaffold000089"	35.4	15.384098	"csem"
6	"scaffold672_31081"	52.4	13.391946	"csem"
6	"scaffold379_19493"	32.6	17.800723	"csem"
6	"scaffold2223_65565"	2.7	4.171823	"csem"
6	"scaffold781_1491"	44.9	16.695867	"csem"
6	"cyse268"	24.4	4.376306	"csem"
7	"hncse68"	48.4	7.775909	"csem"
7	"scaffold5533_71563"	52.2	12.033449	"csem"
7	"scaffold332_17756"	68.6	12.882912	"csem"
7	"csou19"	51.5	9.002927	"csem"
7	"csou21"	49.8	8.957865	"csem"
7	"cs007"	63.3	11.398989	"csem"
7	"Scaffold076461"	46.7	2.675671	"csem"
7	"scaffold595_28658"	35.5	9.735909	"csem"
7	"scaffold767_34404"	71.1	12.482089	"csem"
7	"scaffold2161_64369"	50	9.853003	"csem"
7	"cyse230"	57.3	10.577856	"csem"
7	"scaffold2138_64143"	45.2	6.421387	"csem"
7	"scaffold2161_64371"	49.4	9.8608	"csem"
7	"scaffold1639_57815"	29.7	9.309488	"csem"
7	"csou51"	72.6	2.764446	"csem"
7	"Scaffold079519"	48	5.710857	"csem"
7	"scaffold626_29427"	48.9	10.948015	"csem"
7	"scaffold647_30624"	52.7	9.964876	"csem"
7	"hsts-4"	42.5	5.045376	"csem"
7	"scaffold2585_68068"	31	3.543811	"csem"
7	"scaffold1921_62599"	57.8	10.569509	"csem"
7	"hncyse75"	43	1.343341	"csem"
7	"cyse20"	49.8	10.532476	"csem"
7	"scaffold767_34395"	87	11.596448	"csem"
7	"scaffold961_40009"	45.6	6.37313	"csem"
7	"hncyse92"	41.3	4.826198	"csem"
7	"scaffold1452_53955"	50.4	10.459748	"csem"
7	"hncyse91"	40.6	2.373242	"csem"
7	"hncse38"	55.3	10.266759	"csem"
7	"scaffold2996_69760"	38.2	2.337865	"csem"
7	"scaffold7043_71761"	94.8	10.741322	"csem"
7	"scaffold203_9600"	2	11.959342	"csem"
7	"scaffold626_29427"	48.9	10.948247	"csem"
7	"scaffold5997_71637"	79.5	10.965239	"csem"
7	"scaffold301_14617"	63.7	12.394154	"csem"
7	"scaffold1890_61225"	66.9	11.945213	"csem"
7	"scaffold7857_71871"	0	2.068134	"csem"
7	"scaffold767_34404"	71.1	12.480985	"csem"
7	"scaffold5533_71564"	65.2	12.033165	"csem"
7	"scaffold1385_53192"	39.9	7.052851	"csem"
7	"scaffold308_15469"	32.8	3.091008	"csem"
7	"Scaffold080118"	46	6.337478	"csem"
7	"Scaffold080118"	46	13.430875	"csem"
7	"cyse05"	50.7	4.015946	"csem"
7	"scaffold1067_43468"	43.7	6.828116	"csem"
8	"scaffold5063_1113"	78	27.197214	"csem"
8	"scaffold249_12377"	75.8	26.537496	"csem"
8	"Scaffold000195"	35.3	17.364535	"csem"
8	"hncyse11"	29.5	14.841365	"csem"
8	"scaffold1109_44563"	53.2	21.804811	"csem"
8	"scaffold147_7111"	68.1	24.495302	"csem"
8	"scaffold147_7102"	67.2	24.516942	"csem"
8	"csou45"	79.6	29.062767	"csem"
8	"scaffold506_2264"	40.8	16.910678	"csem"
8	"hncyse9"	33.9	14.841365	"csem"
8	"scaffold478_23068"	64.4	23.739124	"csem"
8	"Scaffold000195"	35.3	18.402318	"csem"
8	"scaffold600_29188"	57.4	1.792348	"csem"
8	"hncse179"	68.2	25.523557	"csem"
8	"scaffold147_7102"	67.2	24.517082	"csem"
8	"scaffold506_2264"	40.8	16.911026	"csem"
8	"scaffold147_7102"	67.2	24.516517	"csem"
8	"scaffold2305_65829"	64.4	23.536217	"csem"
8	"scaffold1569_56040"	2.59999999999999	5.115118	"csem"
8	"scaffold454_22122"	8.2	15.748744	"csem"
8	"scaffold1447_53897"	32.4	17.85029	"csem"
8	"scaffold400_19513"	66.5	11.741104	"csem"
8	"hncse169"	0	8.864697	"csem"
8	"Scaffold074816"	17.9	0.263584	"csem"
8	"scaffold693_446"	22.7	5.968052	"csem"
8	"csou46"	24.4	4.755259	"csem"
8	"scaffold5593_71599"	81.4	27.329911	"csem"
8	"Scaffold075277"	61.5	21.018664	"csem"
8	"scaffold1569_56040"	2.59999999999999	13.251161	"csem"
8	"scaffold71_7577"	11.2	3.239051	"csem"
8	"scaffold693_446"	22.7	12.926276	"csem"
8	"scaffold535_25182"	71.9	25.958997	"csem"
8	"cyse199"	31.9	14.984971	"csem"
8	"scaffold809_35286"	42.5	18.28992	"csem"
8	"Scaffold000078"	60.4	22.86241	"csem"
8	"scaffold400_19513"	66.5	24.744974	"csem"
8	"hncyse119"	80	23.484649	"csem"
8	"scaffold1565_56149"	96	26.084702	"csem"
8	"scaffold1242_48809"	47.4	17.460681	"csem"
8	"scaffold1565_56149"	96	18.367748	"csem"
8	"scaffold2010_62849"	56	18.857516	"csem"
8	"scaffold249_12377"	75.8	10.970474	"csem"
8	"scaffold878_2753"	17	3.599869	"csem"
8	"scaffold600_29188"	57.4	18.658829	"csem"
8	"scaffold2770_69061"	18.3	3.146017	"csem"
8	"Scaffold077280"	46.3	24.978362	"csem"
8	"scaffold1347_51764"	96.1	23.055597	"csem"
8	"scaffold543_25681"	81.6	28.064882	"csem"
8	"hncyse119"	80	23.485016	"csem"
8	"scaffold3018_70062"	81.8	28.197326	"csem"
8	"Scaffold077280"	46.3	17.524068	"csem"
8	"scaffold112_645"	16.6	1.901591	"csem"
8	"scaffold7769_71835"	101.5	28.454337	"csem"
8	"scaffold478_23084"	87.5	23.786778	"csem"
8	"scaffold478_23084"	87.5	23.786918	"csem"
8	"scaffold2527_67825"	69.3	25.331713	"csem"
8	"scaffold1790_59368"	80.6	27.916492	"csem"
8	"scaffold7590_71810"	72.2	24.87302	"csem"
8	"scaffold2254_66591"	43.5	17.985678	"csem"
8	"scaffold347_16763"	56.5	21.76525	"csem"
8	"scaffold108_5289"	85.5	28.459488	"csem"
8	"scaffold2773_69031"	48.4	23.13873	"csem"
8	"hncyse115"	30.5	14.781657	"csem"
8	"scaffold513_24073"	38.9	18.156745	"csem"
8	"scaffold506_2264"	40.8	16.910594	"csem"
8	"scaffold1635_57449"	55.6	18.942618	"csem"
9	"scaffold1694_58358"	51.3	14.63312	"csem"
9	"scaffold1602_56905"	57.3	17.854075	"csem"
9	"scaffold1940_62137"	13.3	3.894207	"csem"
9	"scaffold978_40424"	45.5	9.67489	"csem"
9	"scaffold349_18869"	61.7	13.787208	"csem"
9	"scaffold1602_56906"	56.1	17.874097	"csem"
9	"scaffold70_2626"	51.6	13.271961	"csem"
9	"scaffold165_8420"	59	18.056999	"csem"
9	"cyse273"	53.6	11.184351	"csem"
9	"hncyse48"	49.4	12.678133	"csem"
9	"scaffold2230_65448"	16.3	0.614381	"csem"
9	"scaffold3905_70961"	32.1	9.418542	"csem"
9	"scaffold1986_62579"	25.9	2.519199	"csem"
9	"scaffold663_33093"	54.9	11.226441	"csem"
9	"scaffold4962_71431"	14.7	4.067871	"csem"
9	"scaffold2501_68002"	21.2	0.500274	"csem"
9	"scaffold1055_42698"	43.8	16.507717	"csem"
9	"scaffold1580_56114"	40.3	6.841934	"csem"
9	"scaffold2158_64365"	27.7	6.765948	"csem"
9	"cyse243"	10.2	0.897371	"csem"
9	"scaffold149_7459"	20.2	0.117147	"csem"
9	"scaffold997_41297"	51.2	15.520354	"csem"
9	"scaffold2163_64406"	21.5	3.183448	"csem"
9	"Scaffold077077"	33.5	5.402421	"csem"
9	"scaffold349_18845"	68.9	13.693515	"csem"
9	"csou24"	30.7	6.376525	"csem"
9	"scaffold1748_58947"	2.8	2.863245	"csem"
9	"scaffold1272_49453"	54.3	11.849638	"csem"
9	"scaffold63_3139"	41.2	6.221759	"csem"
9	"scaffold950_39778"	13.4	3.783892	"csem"
9	"Scaffold000087_922"	67.3	5.696687	"csem"
9	"Scaffold075622"	52	16.049696	"csem"
9	"hncyse113"	38.9	6.429939	"csem"
9	"scaffold1492_54602"	37.6	7.117669	"csem"
9	"scaffold2501_68002"	21.2	0.500038	"csem"
9	"scaffold1940_62137"	13.3	0.714124	"csem"
9	"hsts-3"	6.9	3.415054	"csem"
9	"scaffold1217_48164"	45.3	9.798514	"csem"
9	"cyse58"	51	17.140418	"csem"
9	"scaffold126_6942"	50.5	17.635006	"csem"
9	"scaffold63_3139"	41.2	6.220118	"csem"
9	"scaffold1422_53462"	13.4	3.868827	"csem"
9	"scaffold1694_58369"	48.2	14.760791	"csem"
9	"cyse37"	67.8	12.047849	"csem"
9	"Scaffold000051"	64.7	18.475772	"csem"
9	"scaffold3905_70961"	32.1	9.418393	"csem"
9	"scaffold1748_58947"	2.8	2.863872	"csem"
10	"scaffold1488_55203"	35.1	13.832767	"csem"
10	"scaffold226_10829"	35.8	14.391115	"csem"
10	"scaffold426_14789"	20.6	3.741384	"csem"
10	"scaffold628_19400"	19.6	2.510629	"csem"
10	"scaffold917_38834"	24	12.083228	"csem"
10	"scaffold397_13245"	32.5	13.348289	"csem"
10	"scaffold423_746"	24.6	4.582547	"csem"
10	"cyse79"	25.5	9.20408	"csem"
10	"scaffold596_29029"	61.8	18.34522	"csem"
10	"Scaffold080355"	38.1	14.8779	"csem"
10	"scaffold596_29029"	61.8	20.041015	"csem"
10	"scaffold74_3002"	77.6	20.649238	"csem"
10	"scaffold3686_70732"	48.4	15.647965	"csem"
10	"scaffold1415_53179"	63.6	20.194464	"csem"
10	"scaffold596_29029"	61.8	20.041121	"csem"
10	"scaffold423_746"	24.6	8.071816	"csem"
10	"scaffold1143_45424"	47.5	15.53848	"csem"
10	"scaffold1965_63173"	3.3	3.982766	"csem"
10	"gene072"	17.7	4.537988	"csem"
10	"cyse57"	15.9	9.105254	"csem"
10	"hncse82"	29.1	1.72256	"csem"
10	"scaffold1488_55203"	35.1	13.831654	"csem"
10	"scaffold1628_57677"	23.8	5.041816	"csem"
10	"cyse150"	50.8	16.768988	"csem"
10	"scaffold4219_71183"	57	18.012106	"csem"
10	"scaffold2111_63901"	25.8	7.278182	"csem"
10	"scaffold2024_63217"	59.9	20.913024	"csem"
10	"scaffold1317_51166"	38.8	14.042453	"csem"
10	"scaffold2329_66082"	13.3	12.379966	"csem"
10	"Scaffold076829"	21.2	2.15323	"csem"
10	"scaffold4089_71030"	62.4	18.569274	"csem"
10	"scaffold1150_45464"	45	16.040049	"csem"
10	"scaffold826_35961"	54.7	18.108801	"csem"
10	"hncse82"	29.1	1.7272	"csem"
10	"scaffold1511_55644"	61.8	19.97714	"csem"
10	"scaffold363_18220"	19.1	6.260429	"csem"
10	"scaffold2024_63217"	59.9	20.91282	"csem"
10	"scaffold4124_71074"	75.5	18.698802	"csem"
10	"hncyse33"	64.9	19.413314	"csem"
10	"scaffold216_10757"	22.2	0.987132	"csem"
10	"scaffold1844_60005"	59.5	20.883256	"csem"
10	"scaffold1425_53260"	90.3	20.806441	"csem"
10	"scaffold347_11967"	27.5	9.374361	"csem"
10	"scaffold552_17719"	42.8	16.385631	"csem"
10	"hncyse96"	22.9	10.884539	"csem"
10	"scaffold1285_50019"	0	3.05845	"csem"
10	"scaffold1333_51187"	57.7	17.847685	"csem"
11	"scaffold1528_55393"	43.3	4.593455	"csem"
11	"scaffold490_23391"	61.7	10.420735	"csem"
11	"scaffold2227_65510"	49.3	9.59798	"csem"
11	"scaffold1013_41640"	65.3	20.131982	"csem"
11	"scaffold1867_60846"	50.4	5.886489	"csem"
11	"hncyse85"	57.2	17.164049	"csem"
11	"Scaffold077693"	59.4	18.420103	"csem"
11	"scaffold2336_66164"	19.6	2.149946	"csem"
11	"scaffold1394_52779"	33.2	3.764578	"csem"
11	"hncyse44"	21.2	2.544577	"csem"
11	"hncse88"	39.4	9.65916	"csem"
11	"scaffold3805_71275"	56.7	5.268998	"csem"
11	"scaffold2336_66164"	19.6	0.936028	"csem"
11	"scaffold1867_60868"	42.3	5.954638	"csem"
11	"scaffold191_10459"	15.1	0.31863	"csem"
11	"scaffold927_25938"	49.2	18.330704	"csem"
11	"scaffold1013_41640"	65.3	20.132169	"csem"
11	"scaffold927_25938"	49.2	9.210434	"csem"
11	"scaffold1289_49994"	0	3.297392	"csem"
11	"scaffold191_10459"	15.1	0.318497	"csem"
11	"scaffold3281_990"	23.2	0.844844	"csem"
11	"cyse274"	17.6	0.258085	"csem"
11	"csou39"	11.6	1.536591	"csem"
11	"scaffold1535_55453"	7.90000000000001	0.980883	"csem"
11	"scaffold413_20262"	36	4.062726	"csem"
11	"scaffold3805_71275"	56.7	13.097807	"csem"
11	"scaffold1496_54674"	40.5	4.005015	"csem"
11	"hncyse139"	16.7	0.588381	"csem"
11	"scaffold7687_71824"	24	3.144063	"csem"
11	"scaffold505_24900"	58.3	14.396914	"csem"
