"chr"	"marker"	"cm"	"mb"	"sp"
"8"	"131"	7.6296	13.05	"dmel"
"8"	"132"	7.6568	13.15	"dmel"
"8"	"133"	7.74385	13.25	"dmel"
"8"	"134"	7.82	13.35	"dmel"
"8"	"135"	7.9016	13.45	"dmel"
"8"	"136"	8.0648	13.55	"dmel"
"8"	"137"	8.092	13.65	"dmel"
"8"	"138"	8.18995	13.75	"dmel"
"8"	"139"	8.4076	13.85	"dmel"
"8"	"140"	8.51095	13.95	"dmel"
"8"	"141"	8.9299	14.05	"dmel"
"8"	"142"	9.1203	14.15	"dmel"
"8"	"143"	9.19645	14.25	"dmel"
"8"	"144"	9.4304	14.35	"dmel"
"8"	"145"	9.5773	14.45	"dmel"
"8"	"146"	9.64805	14.55	"dmel"
"8"	"147"	9.8548	14.65	"dmel"
"8"	"148"	10.30095	14.75	"dmel"
"8"	"149"	10.49135	14.85	"dmel"
"8"	"150"	10.63825	14.95	"dmel"
"8"	"151"	10.99735	15.05	"dmel"
"8"	"152"	11.7373	15.15	"dmel"
"8"	"153"	11.96035	15.25	"dmel"
"8"	"154"	12.09095	15.35	"dmel"
"8"	"155"	12.35755	15.45	"dmel"
"8"	"156"	12.4283	15.55	"dmel"
"8"	"157"	12.64595	15.65	"dmel"
"8"	"158"	12.7221	15.75	"dmel"
"8"	"159"	13.0159	15.85	"dmel"
"8"	"160"	13.22265	15.95	"dmel"
"8"	"161"	13.4838	16.05	"dmel"
"8"	"162"	14.1367	16.15	"dmel"
"8"	"163"	14.19655	16.25	"dmel"
"8"	"164"	14.30535	16.35	"dmel"
"8"	"165"	14.338	16.45	"dmel"
"8"	"166"	14.41415	16.55	"dmel"
"8"	"167"	14.47945	16.65	"dmel"
"8"	"168"	14.61005	16.75	"dmel"
"8"	"169"	14.66445	16.85	"dmel"
"8"	"170"	14.82225	16.95	"dmel"
"8"	"171"	15.0018	17.05	"dmel"
"8"	"172"	15.02355	17.15	"dmel"
"8"	"173"	15.029	17.25	"dmel"
"8"	"174"	15.17045	17.35	"dmel"
"8"	"175"	15.2194	17.45	"dmel"
"8"	"176"	15.36085	17.55	"dmel"
"8"	"177"	15.64375	17.65	"dmel"
"8"	"178"	15.81785	17.75	"dmel"
"8"	"179"	15.9702	17.85	"dmel"
"8"	"180"	16.1715	17.95	"dmel"
"8"	"181"	16.3619	18.05	"dmel"
"8"	"182"	16.4707	18.15	"dmel"
"8"	"183"	16.56865	18.25	"dmel"
"8"	"184"	16.74275	18.35	"dmel"
"8"	"185"	16.8679	18.45	"dmel"
"8"	"186"	17.11275	18.55	"dmel"
"8"	"187"	17.35215	18.65	"dmel"
"8"	"188"	17.4501	18.75	"dmel"
"8"	"189"	17.597	18.85	"dmel"
"8"	"190"	17.7548	18.95	"dmel"
"8"	"191"	17.918	19.05	"dmel"
"8"	"192"	18.1084	19.15	"dmel"
"8"	"193"	18.42395	19.25	"dmel"
"8"	"194"	18.50555	19.35	"dmel"
"8"	"195"	18.77215	19.45	"dmel"
"8"	"196"	18.91905	19.55	"dmel"
"8"	"197"	19.0224	19.65	"dmel"
"8"	"198"	19.153	19.75	"dmel"
"8"	"199"	19.22375	19.85	"dmel"
"8"	"200"	19.31625	19.95	"dmel"
"8"	"201"	19.37065	20.05	"dmel"
"8"	"202"	19.4414	20.15	"dmel"
"8"	"203"	19.5774	20.25	"dmel"
"8"	"204"	19.8712	20.35	"dmel"
"8"	"205"	20.0018	20.45	"dmel"
"8"	"206"	20.1868	20.55	"dmel"
"8"	"207"	20.33915	20.65	"dmel"
"8"	"208"	20.48605	20.75	"dmel"
"8"	"209"	20.5894	20.85	"dmel"
"8"	"210"	20.74175	20.95	"dmel"
"8"	"211"	20.86145	21.05	"dmel"
"8"	"212"	20.9213	21.15	"dmel"
"8"	"213"	21.0029	21.25	"dmel"
"8"	"214"	21.1335	21.35	"dmel"
"8"	"215"	21.27495	21.45	"dmel"
"8"	"216"	21.2967	21.55	"dmel"
"8"	"217"	21.4055	21.65	"dmel"
"8"	"218"	21.5252	21.75	"dmel"
"8"	"219"	21.6612	21.85	"dmel"
"8"	"220"	21.6993	21.95	"dmel"
"8"	"221"	21.75915	22.05	"dmel"
"8"	"222"	21.8843	22.15	"dmel"
"8"	"223"	21.93325	22.25	"dmel"
"8"	"224"	21.9768	22.35	"dmel"
"8"	"225"	22.0584	22.45	"dmel"
"8"	"226"	22.2434	22.55	"dmel"
"8"	"227"	22.42295	22.65	"dmel"
"8"	"228"	22.5916	22.75	"dmel"
"8"	"229"	22.6079	22.85	"dmel"
"8"	"230"	22.74935	22.95	"dmel"
"8"	"231"	22.96155	23.05	"dmel"
"8"	"232"	23.05405	23.15	"dmel"
"8"	"233"	23.3152	23.25	"dmel"
"8"	"234"	23.44035	23.35	"dmel"
"8"	"235"	23.5165	23.45	"dmel"
"8"	"236"	23.69605	23.55	"dmel"
"8"	"237"	23.9137	23.65	"dmel"
"8"	"238"	24.15855	23.75	"dmel"
"8"	"239"	24.2293	23.85	"dmel"
"8"	"240"	24.54485	23.95	"dmel"
"8"	"241"	24.5938	24.05	"dmel"
"8"	"242"	24.6754	24.15	"dmel"
"8"	"243"	24.76245	24.25	"dmel"
"8"	"244"	24.80055	24.35	"dmel"
"8"	"245"	24.8441	24.45	"dmel"
"8"	"246"	25.0019	24.55	"dmel"
"8"	"247"	25.08895	24.65	"dmel"
"8"	"248"	25.19775	24.75	"dmel"
"8"	"249"	25.2576	24.85	"dmel"
"8"	"250"	25.3392	24.95	"dmel"
"8"	"251"	25.38275	25.05	"dmel"
"8"	"252"	25.75815	25.15	"dmel"
"8"	"253"	25.90505	25.25	"dmel"
"8"	"254"	26.16075	25.35	"dmel"
"8"	"255"	26.2478	25.45	"dmel"
"8"	"256"	26.3294	25.55	"dmel"
"8"	"257"	26.4491	25.65	"dmel"
"8"	"258"	26.5688	25.75	"dmel"
"8"	"259"	26.67215	25.85	"dmel"
"8"	"260"	26.73745	25.95	"dmel"
"8"	"261"	26.8789	26.05	"dmel"
"8"	"262"	27.0639	26.15	"dmel"
"8"	"263"	27.1292	26.25	"dmel"
"8"	"264"	27.16185	26.35	"dmel"
"8"	"265"	27.21625	26.45	"dmel"
"8"	"266"	27.287	26.55	"dmel"
"8"	"267"	27.31965	26.65	"dmel"
"8"	"268"	27.35775	26.75	"dmel"
"8"	"269"	27.4067	26.85	"dmel"
"8"	"270"	27.4883	26.95	"dmel"
"8"	"271"	27.5155	27.05	"dmel"
"8"	"272"	27.52095	27.15	"dmel"
"8"	"273"	27.52095	27.25	"dmel"
"8"	"274"	27.53185	27.35	"dmel"
"8"	"275"	27.53185	27.45	"dmel"
"8"	"276"	27.53185	27.55	"dmel"
"8"	"277"	27.53185	27.65	"dmel"
"8"	"278"	27.53185	27.75	"dmel"
"8"	"279"	27.53185	27.85	"dmel"
"8"	"280"	27.53185	27.902527	"dmel"
"7"	"281"	0	0.05	"dmel"
"7"	"282"	0	0.15	"dmel"
"7"	"283"	0	0.25	"dmel"
"7"	"284"	0	0.35	"dmel"
"7"	"285"	0	0.45	"dmel"
"7"	"286"	0	0.55	"dmel"
"7"	"287"	0	0.65	"dmel"
"7"	"288"	0.0054	0.75	"dmel"
"7"	"289"	0.06505	0.85	"dmel"
"7"	"290"	0.0759	0.95	"dmel"
"7"	"291"	0.103	1.05	"dmel"
"7"	"292"	0.103	1.15	"dmel"
"7"	"293"	0.103	1.25	"dmel"
"7"	"294"	0.103	1.35	"dmel"
"7"	"295"	0.1247	1.45	"dmel"
"7"	"296"	0.18435	1.55	"dmel"
"7"	"297"	0.1952	1.65	"dmel"
"7"	"298"	0.20605	1.75	"dmel"
"7"	"299"	0.20605	1.85	"dmel"
"7"	"300"	0.2223	1.95	"dmel"
"7"	"301"	0.2494	2.05	"dmel"
"7"	"302"	0.2494	2.15	"dmel"
"7"	"303"	0.26025	2.25	"dmel"
"7"	"304"	0.26025	2.35	"dmel"
"7"	"305"	0.30905	2.45	"dmel"
"7"	"306"	0.33615	2.55	"dmel"
"7"	"307"	0.36325	2.65	"dmel"
"7"	"308"	0.36865	2.75	"dmel"
"7"	"309"	0.37405	2.85	"dmel"
"7"	"310"	0.46625	2.95	"dmel"
"7"	"311"	0.48795	3.05	"dmel"
"7"	"312"	0.4988	3.15	"dmel"
"7"	"313"	0.53675	3.25	"dmel"
"7"	"314"	0.65605	3.35	"dmel"
"7"	"315"	0.68315	3.45	"dmel"
"7"	"316"	0.79705	3.55	"dmel"
"7"	"317"	0.8133	3.65	"dmel"
"7"	"318"	0.9272	3.75	"dmel"
"7"	"319"	0.9543	3.85	"dmel"
"7"	"320"	0.976	3.95	"dmel"
"7"	"321"	1.0465	4.05	"dmel"
"7"	"322"	1.05735	4.15	"dmel"
"7"	"323"	1.10075	4.25	"dmel"
"7"	"324"	1.1116	4.35	"dmel"
"7"	"325"	1.1767	4.45	"dmel"
"7"	"326"	1.23095	4.55	"dmel"
"7"	"327"	1.2472	4.65	"dmel"
"7"	"328"	1.2743	4.75	"dmel"
"7"	"329"	1.3394	4.85	"dmel"
"7"	"330"	1.4099	4.95	"dmel"
"7"	"331"	1.4533	5.05	"dmel"
"7"	"332"	1.48585	5.15	"dmel"
"7"	"333"	1.6106	5.25	"dmel"
"7"	"334"	1.8872	5.35	"dmel"
"7"	"335"	2.01735	5.45	"dmel"
"7"	"336"	2.077	5.55	"dmel"
"7"	"337"	2.27225	5.65	"dmel"
"7"	"338"	2.3265	5.75	"dmel"
"7"	"339"	2.36445	5.85	"dmel"
"7"	"340"	2.4512	5.95	"dmel"
"7"	"341"	2.5	6.05	"dmel"
"7"	"342"	2.6627	6.15	"dmel"
"7"	"343"	2.7766	6.25	"dmel"
"7"	"344"	2.8742	6.35	"dmel"
"7"	"345"	2.99895	6.45	"dmel"
"7"	"346"	3.1074	6.55	"dmel"
"7"	"347"	3.2701	6.65	"dmel"
"7"	"348"	3.48705	6.75	"dmel"
"7"	"349"	3.6443	6.85	"dmel"
"7"	"350"	4.0456	6.95	"dmel"
"7"	"351"	4.2517	7.05	"dmel"
"7"	"352"	4.3873	7.15	"dmel"
"7"	"353"	4.4578	7.25	"dmel"
"7"	"354"	4.58255	7.35	"dmel"
"7"	"355"	4.7778	7.45	"dmel"
"7"	"356"	5.16285	7.55	"dmel"
"7"	"357"	5.2659	7.65	"dmel"
"7"	"358"	5.331	7.75	"dmel"
"7"	"359"	5.47745	7.85	"dmel"
"7"	"360"	5.8896	7.95	"dmel"
"7"	"361"	6.01975	8.05	"dmel"
"7"	"362"	6.3126	8.15	"dmel"
"7"	"363"	6.4807	8.25	"dmel"
"7"	"364"	6.6488	8.35	"dmel"
"7"	"365"	6.84405	8.45	"dmel"
"7"	"366"	7.1857	8.55	"dmel"
"7"	"367"	7.6087	8.65	"dmel"
"7"	"368"	7.6846	8.75	"dmel"
"7"	"369"	7.97205	8.85	"dmel"
"7"	"370"	8.09135	8.95	"dmel"
"7"	"371"	8.1456	9.05	"dmel"
"7"	"372"	8.2649	9.15	"dmel"
"7"	"373"	8.3842	9.25	"dmel"
"7"	"374"	8.47095	9.35	"dmel"
"7"	"375"	8.58485	9.45	"dmel"
"7"	"376"	8.72585	9.55	"dmel"
"7"	"377"	8.7801	9.65	"dmel"
"7"	"378"	8.95905	9.75	"dmel"
"7"	"379"	9.0675	9.85	"dmel"
"7"	"380"	9.40375	9.95	"dmel"
"7"	"381"	9.58815	10.05	"dmel"
"7"	"382"	9.79965	10.15	"dmel"
"7"	"383"	10.05995	10.25	"dmel"
"7"	"384"	10.1467	10.35	"dmel"
"7"	"385"	10.3148	10.45	"dmel"
"7"	"386"	10.43955	10.55	"dmel"
"7"	"387"	10.53715	10.65	"dmel"
"7"	"388"	10.60765	10.75	"dmel"
"7"	"389"	10.8246	10.85	"dmel"
"7"	"390"	11.1283	10.95	"dmel"
"7"	"391"	11.18255	11.05	"dmel"
"7"	"392"	11.24765	11.15	"dmel"
"7"	"393"	11.41575	11.25	"dmel"
"7"	"394"	11.48085	11.35	"dmel"
"7"	"395"	11.7032	11.45	"dmel"
"7"	"396"	11.84965	11.55	"dmel"
"7"	"397"	12.05575	11.65	"dmel"
"7"	"398"	12.1642	11.75	"dmel"
"7"	"399"	12.35945	11.85	"dmel"
"7"	"400"	12.5384	11.95	"dmel"
"7"	"401"	12.87465	12.05	"dmel"
"7"	"402"	13.2814	12.15	"dmel"
"7"	"403"	13.43865	12.25	"dmel"
"7"	"404"	13.661	12.35	"dmel"
"7"	"405"	13.88875	12.45	"dmel"
"7"	"406"	14.2955	12.55	"dmel"
"7"	"407"	14.47445	12.65	"dmel"
"7"	"408"	14.5775	12.75	"dmel"
"7"	"409"	14.72395	12.85	"dmel"
"7"	"410"	14.8053	12.95	"dmel"
"7"	"411"	14.95175	13.05	"dmel"
"7"	"412"	15.0385	13.15	"dmel"
"7"	"413"	15.28795	13.25	"dmel"
"7"	"414"	15.42895	13.35	"dmel"
"7"	"415"	15.45605	13.45	"dmel"
"7"	"416"	15.6079	13.55	"dmel"
"7"	"417"	15.7272	13.65	"dmel"
"7"	"418"	15.92785	13.75	"dmel"
"7"	"419"	16.3183	13.85	"dmel"
"7"	"420"	16.54065	13.95	"dmel"
"7"	"421"	16.6979	14.05	"dmel"
"7"	"422"	16.9799	14.15	"dmel"
"7"	"423"	17.13715	14.25	"dmel"
"7"	"424"	17.29985	14.35	"dmel"
"7"	"425"	17.4571	14.45	"dmel"
"7"	"426"	17.82045	14.55	"dmel"
"7"	"427"	18.00485	14.65	"dmel"
"7"	"428"	18.44955	14.75	"dmel"
"7"	"429"	18.6285	14.85	"dmel"
"7"	"430"	18.8346	14.95	"dmel"
"7"	"431"	19.1166	15.05	"dmel"
"7"	"432"	19.36065	15.15	"dmel"
"7"	"433"	19.57215	15.25	"dmel"
"7"	"434"	19.68605	15.35	"dmel"
"7"	"435"	19.78365	15.45	"dmel"
"7"	"436"	19.84875	15.55	"dmel"
"7"	"437"	19.87045	15.65	"dmel"
"7"	"438"	19.9518	15.75	"dmel"
"7"	"439"	20.03855	15.85	"dmel"
"7"	"440"	20.0494	15.95	"dmel"
"7"	"441"	20.20125	16.05	"dmel"
"7"	"442"	20.429	16.15	"dmel"
"7"	"443"	20.69475	16.25	"dmel"
"7"	"444"	20.86285	16.35	"dmel"
"7"	"445"	21.05265	16.45	"dmel"
"7"	"446"	21.3889	16.55	"dmel"
"7"	"447"	21.56785	16.65	"dmel"
"7"	"448"	21.70345	16.75	"dmel"
"7"	"449"	22.0614	16.85	"dmel"
"7"	"450"	22.19155	16.95	"dmel"
"7"	"451"	22.4627	17.05	"dmel"
"7"	"452"	22.8369	17.15	"dmel"
"7"	"453"	22.96705	17.25	"dmel"
"7"	"454"	23.0918	17.35	"dmel"
"7"	"455"	23.3955	17.45	"dmel"
"7"	"456"	23.6504	17.55	"dmel"
"7"	"457"	23.78055	17.65	"dmel"
"7"	"458"	23.9053	17.75	"dmel"
"7"	"459"	23.99205	17.85	"dmel"
"7"	"460"	24.12765	17.95	"dmel"
"7"	"461"	24.2361	18.05	"dmel"
"7"	"462"	24.36085	18.15	"dmel"
"7"	"463"	24.40965	18.25	"dmel"
"7"	"464"	24.82725	18.35	"dmel"
"7"	"465"	24.9845	18.45	"dmel"
"7"	"466"	25.06585	18.55	"dmel"
"7"	"467"	25.17975	18.65	"dmel"
"7"	"468"	25.337	18.75	"dmel"
"7"	"469"	25.46175	18.85	"dmel"
"7"	"470"	25.619	18.95	"dmel"
"7"	"471"	25.7383	19.05	"dmel"
"7"	"472"	25.8088	19.15	"dmel"
"7"	"473"	25.8522	19.25	"dmel"
"7"	"474"	26.2264	19.35	"dmel"
"7"	"475"	26.54635	19.45	"dmel"
"7"	"476"	26.73615	19.55	"dmel"
"7"	"477"	27.029	19.65	"dmel"
"7"	"478"	27.1212	19.75	"dmel"
"7"	"479"	27.22965	19.85	"dmel"
"7"	"480"	27.30555	19.95	"dmel"
"7"	"481"	27.3923	20.05	"dmel"
"7"	"482"	27.56585	20.15	"dmel"
"7"	"483"	27.63095	20.25	"dmel"
"7"	"484"	27.75025	20.35	"dmel"
"7"	"485"	27.81535	20.45	"dmel"
"7"	"486"	27.93465	20.55	"dmel"
"7"	"487"	28.02685	20.65	"dmel"
"7"	"488"	28.2058	20.75	"dmel"
"7"	"489"	28.21665	20.85	"dmel"
"7"	"490"	28.22205	20.95	"dmel"
"7"	"491"	28.22205	21.05	"dmel"
"7"	"492"	28.22205	21.123354	"dmel"
"3"	"493"	0	0.05	"dmel"
"3"	"494"	0	0.15	"dmel"
"3"	"495"	0	0.25	"dmel"
"3"	"496"	0.01175	0.35	"dmel"
"3"	"497"	0.0235	0.45	"dmel"
"3"	"498"	0.1232	0.55	"dmel"
"3"	"499"	0.19355	0.65	"dmel"
"3"	"500"	0.2463	0.75	"dmel"
"3"	"501"	0.3636	0.85	"dmel"
"3"	"502"	0.51605	0.95	"dmel"
"3"	"503"	0.6861	1.05	"dmel"
"3"	"504"	0.82685	1.15	"dmel"
"3"	"505"	1.00865	1.25	"dmel"
"3"	"506"	1.0966	1.35	"dmel"
"3"	"507"	1.1318	1.45	"dmel"
"3"	"508"	1.25495	1.55	"dmel"
"3"	"509"	1.40155	1.65	"dmel"
"3"	"510"	1.51295	1.75	"dmel"
"3"	"511"	1.6009	1.85	"dmel"
"3"	"512"	1.87065	1.95	"dmel"
"3"	"513"	1.9938	2.05	"dmel"
"3"	"514"	2.0759	2.15	"dmel"
"3"	"515"	2.2577	2.25	"dmel"
"3"	"516"	2.3398	2.35	"dmel"
"3"	"517"	2.57435	2.45	"dmel"
"3"	"518"	2.70335	2.55	"dmel"
"3"	"519"	2.83235	2.65	"dmel"
"3"	"520"	3.11965	2.75	"dmel"
"3"	"521"	3.23105	2.85	"dmel"
"3"	"522"	3.27795	2.95	"dmel"
"3"	"523"	3.3307	3.05	"dmel"
"3"	"524"	3.67665	3.15	"dmel"
"3"	"525"	3.79395	3.25	"dmel"
"3"	"526"	3.91125	3.35	"dmel"
"3"	"527"	4.1634	3.45	"dmel"
"3"	"528"	4.3745	3.55	"dmel"
"3"	"529"	4.4683	3.65	"dmel"
"3"	"530"	4.6501	3.75	"dmel"
"3"	"531"	5.0254	3.85	"dmel"
"3"	"532"	5.3948	3.95	"dmel"
"3"	"533"	5.72905	4.05	"dmel"
"3"	"534"	5.91085	4.15	"dmel"
"3"	"535"	6.2744	4.25	"dmel"
"3"	"536"	6.5617	4.35	"dmel"
"3"	"537"	6.76695	4.45	"dmel"
"3"	"538"	6.86075	4.55	"dmel"
"3"	"539"	6.9487	4.65	"dmel"
"3"	"540"	7.2067	4.75	"dmel"
"3"	"541"	7.68165	4.85	"dmel"
"3"	"542"	7.9983	4.95	"dmel"
"3"	"543"	8.2739	5.05	"dmel"
"3"	"544"	8.4498	5.15	"dmel"
"3"	"545"	8.80165	5.25	"dmel"
"3"	"546"	8.89545	5.35	"dmel"
"3"	"547"	9.05375	5.45	"dmel"
"3"	"548"	9.26485	5.55	"dmel"
"3"	"549"	9.3704	5.65	"dmel"
"3"	"550"	9.4349	5.75	"dmel"
"3"	"551"	9.51115	5.85	"dmel"
"3"	"552"	9.62255	5.95	"dmel"
"3"	"553"	9.73985	6.05	"dmel"
"3"	"554"	9.80435	6.15	"dmel"
"3"	"555"	10.03305	6.25	"dmel"
"3"	"556"	10.1855	6.35	"dmel"
"3"	"557"	10.38485	6.45	"dmel"
"3"	"558"	10.5549	6.55	"dmel"
"3"	"559"	10.74255	6.65	"dmel"
"3"	"560"	10.8188	6.75	"dmel"
"3"	"561"	10.9947	6.85	"dmel"
"3"	"562"	11.0885	6.95	"dmel"
"3"	"563"	11.59865	7.05	"dmel"
"3"	"564"	11.798	7.15	"dmel"
"3"	"565"	11.93285	7.25	"dmel"
"3"	"566"	12.056	7.35	"dmel"
"3"	"567"	12.1381	7.45	"dmel"
"3"	"568"	12.2671	7.55	"dmel"
"3"	"569"	12.37265	7.65	"dmel"
"3"	"570"	12.48995	7.75	"dmel"
"3"	"571"	12.5662	7.85	"dmel"
"3"	"572"	13.0001	7.95	"dmel"
"3"	"573"	13.19945	8.05	"dmel"
"3"	"574"	13.51025	8.15	"dmel"
"3"	"575"	13.67445	8.25	"dmel"
"3"	"576"	13.83865	8.35	"dmel"
"3"	"577"	13.95595	8.45	"dmel"
"3"	"578"	14.19635	8.55	"dmel"
"3"	"579"	14.3664	8.65	"dmel"
"3"	"580"	14.43675	8.75	"dmel"
"3"	"581"	14.5775	8.85	"dmel"
"3"	"582"	14.7886	8.95	"dmel"
"3"	"583"	14.86485	9.05	"dmel"
"3"	"584"	14.98215	9.15	"dmel"
"3"	"585"	15.1053	9.25	"dmel"
"3"	"586"	15.11115	9.35	"dmel"
"3"	"587"	15.22845	9.45	"dmel"
"3"	"588"	15.47475	9.55	"dmel"
"3"	"589"	15.63305	9.65	"dmel"
"3"	"590"	15.85	9.75	"dmel"
"3"	"591"	16.11975	9.85	"dmel"
"3"	"592"	16.196	9.95	"dmel"
"3"	"593"	16.6006	10.05	"dmel"
"3"	"594"	17.07555	10.15	"dmel"
"3"	"595"	17.4039	10.25	"dmel"
"3"	"596"	17.5857	10.35	"dmel"
"3"	"597"	17.7499	10.45	"dmel"
"3"	"598"	17.9434	10.55	"dmel"
"3"	"599"	18.08415	10.65	"dmel"
"3"	"600"	18.2542	10.75	"dmel"
"3"	"601"	18.38905	10.85	"dmel"
"3"	"602"	18.53565	10.95	"dmel"
"3"	"603"	18.735	11.05	"dmel"
"3"	"604"	18.84055	11.15	"dmel"
"3"	"605"	18.93435	11.25	"dmel"
"3"	"606"	19.05165	11.35	"dmel"
"3"	"607"	19.1103	11.45	"dmel"
"3"	"608"	19.1572	11.55	"dmel"
"3"	"609"	19.22755	11.65	"dmel"
