"chr"	"marker"	"cm"	"mb"	"sp"
"14"	"142"	25.466	4.127919	"hmel"
"14"	"143"	2.932	0.538277	"hmel"
"13"	"144"	17.021	5.162273	"hmel"
"12"	"145"	21.664	9.0572475	"hmel"
"18"	"147"	30.5475	9.827153	"hmel"
"3"	"148"	10.9295	3.338387	"hmel"
"14"	"149"	7.3975	0.9381085	"hmel"
"13"	"150"	15.798	3.880231	"hmel"
"1"	"151"	12.221	2.182569	"hmel"
"12"	"152"	4.7825	1.7133755	"hmel"
"16"	"153"	7.2315	2.8282655	"hmel"
"6"	"154"	15.7125	5.2120805	"hmel"
"6"	"155"	34.031	11.482345	"hmel"
"3"	"156"	25.4045	8.396109	"hmel"
"9"	"157"	14.532	3.6377035	"hmel"
"9"	"158"	20.6655	5.2448635	"hmel"
"5"	"159"	18.1965	7.221163	"hmel"
"18"	"160"	10.912	2.829007	"hmel"
"8"	"161"	1.2195	0.272642	"hmel"
"1"	"162"	43.5695	14.791389	"hmel"
"1"	"163"	11.1445	1.3079395	"hmel"
"12"	"164"	8.4705	2.24991	"hmel"
"10"	"167"	25.667	6.5064875	"hmel"
"6"	"168"	25.5495	8.5168925	"hmel"
"11"	"169"	16.9745	8.03383	"hmel"
"18"	"170"	48.811	14.6459855	"hmel"
"3"	"171"	9.71	2.9169005	"hmel"
"13"	"172"	9.713	1.3871065	"hmel"
"8"	"173"	26.6525	6.4317155	"hmel"
"12"	"174"	0	0.4357675	"hmel"
"18"	"175"	32.9945	10.1367255	"hmel"
"13"	"176"	38.9375	13.8903685	"hmel"
"7"	"177"	3.5935	1.146745	"hmel"
"5"	"178"	15.7805	6.883546	"hmel"
"6"	"179"	25.5495	8.531428	"hmel"
"4"	"181"	3.5625	2.2233935	"hmel"
"6"	"182"	0	0.122676	"hmel"
"14"	"183"	28.4565	5.417961	"hmel"
"1"	"184"	3.6535	0.5228105	"hmel"
"12"	"185"	12.0815	3.948904	"hmel"
"5"	"186"	2.381	2.0368555	"hmel"
"6"	"187"	21.8755	6.7374675	"hmel"
"14"	"190"	10.422	1.287619	"hmel"
"1"	"191"	24.0805	8.404115	"hmel"
"19"	"192"	3.598	0.843621	"hmel"
"9"	"193"	31.7025	7.552424	"hmel"
"1"	"194"	7.378	0.8345225	"hmel"
"18"	"195"	34.214	10.508781	"hmel"
"2"	"196"	0.988	0.1596335	"hmel"
"11"	"197"	24.1965	10.8237525	"hmel"
"19"	"199"	1.189	0.5308165	"hmel"
"14"	"200"	22.5995	3.5235115	"hmel"
"2"	"201"	5.6685	1.23527	"hmel"
"2"	"202"	3.326	0.8402105	"hmel"
"19"	"203"	42.226	15.0286695	"hmel"
"5"	"204"	10.936	4.497948	"hmel"
"10"	"205"	38.342	13.9428465	"hmel"
"10"	"206"	35.3885	13.666159	"hmel"
"1"	"207"	16.9905	4.9232815	"hmel"
"16"	"208"	29.199	7.313769	"hmel"
"13"	"209"	10.942	1.9201615	"hmel"
"8"	"210"	3.5815	1.1111895	"hmel"
"13"	"211"	18.2405	6.5265535	"hmel"
"13"	"212"	9.713	1.3785595	"hmel"
"8"	"213"	9.67	2.0440235	"hmel"
"13"	"214"	31.7405	11.3743215	"hmel"
"1"	"215"	42.3445	14.5662075	"hmel"
"14"	"217"	28.4565	5.316364	"hmel"
"18"	"218"	24.4195	7.561373	"hmel"
"1"	"219"	13.4015	3.3885385	"hmel"
"18"	"220"	8.468	2.0226475	"hmel"
"7"	"221"	0	0.187947	"hmel"
"5"	"223"	25.5815	7.619301	"hmel"
"15"	"225"	8.3605	3.5948315	"hmel"
"19"	"226"	20.4945	6.7926765	"hmel"
"9"	"227"	29.2805	7.2309815	"hmel"
"13"	"228"	0	0.225345	"hmel"
"15"	"229"	3.582	2.294582	"hmel"
"20"	"231"	28.006	5.7429825	"hmel"
"1"	"233"	6.1865	0.751283	"hmel"
"11"	"234"	14.545	6.612404	"hmel"
"17"	"235"	0	0.4687915	"hmel"
"7"	"236"	28.0255	10.8151215	"hmel"
"16"	"237"	26.779	6.77749	"hmel"
"14"	"238"	2.932	0.5615985	"hmel"
"15"	"239"	14.482	5.734143	"hmel"
"20"	"241"	19.641	4.2576825	"hmel"
"12"	"243"	9.676	2.9889155	"hmel"
"8"	"244"	19.3345	5.2757405	"hmel"
"10"	"245"	29.96	8.037979	"hmel"
"15"	"246"	4.773	2.8590675	"hmel"
"10"	"247"	21.3585	5.915041	"hmel"
"19"	"248"	19.2945	5.135535	"hmel"
"16"	"249"	19.4665	5.535054	"hmel"
"1"	"250"	15.804	4.196283	"hmel"
"1"	"251"	31.166	12.607882	"hmel"
"4"	"252"	23.137	6.171195	"hmel"
"9"	"253"	16.9895	4.1808915	"hmel"
"17"	"254"	20.733	8.631456	"hmel"
"7"	"255"	18.322	7.326003	"hmel"
"15"	"256"	20.6425	6.752557	"hmel"
"18"	"258"	41.5525	12.2618805	"hmel"
"6"	"260"	32.831	10.9894865	"hmel"
"1"	"261"	44.782	15.136275	"hmel"
"6"	"263"	10.8615	3.7576945	"hmel"
"1"	"266"	16.9905	4.8117025	"hmel"
"11"	"267"	20.601	8.9931695	"hmel"
"16"	"269"	31.582	8.2990975	"hmel"
"17"	"271"	24.4355	9.2825455	"hmel"
"6"	"273"	30.432	9.547096	"hmel"
"11"	"274"	8.4985	2.8295105	"hmel"
"12"	"275"	10.9175	3.554963	"hmel"
"1"	"277"	3.6535	0.5598655	"hmel"
"18"	"279"	1.199	0.8074995	"hmel"
"16"	"280"	19.4665	5.5349465	"hmel"
"18"	"281"	29.321	9.5333435	"hmel"
"13"	"282"	28.122	10.130034	"hmel"
"14"	"283"	34.5065	6.073246	"hmel"
"15"	"286"	23.046	7.1010495	"hmel"
"19"	"288"	33.681	13.097058	"hmel"
"18"	"289"	28.0925	9.374208	"hmel"
"8"	"290"	2.4385	0.7113445	"hmel"
"18"	"291"	45.1955	13.5608095	"hmel"
"3"	"292"	21.8215	6.787847	"hmel"
"15"	"293"	13.2465	5.335771	"hmel"
"6"	"294"	31.6335	10.2921995	"hmel"
"12"	"296"	7.217	1.8979355	"hmel"
"5"	"297"	18.1965	7.221217	"hmel"
"16"	"298"	9.6605	3.1564505	"hmel"
"6"	"299"	20.636	6.079478	"hmel"
"12"	"300"	0	0.453604	"hmel"
"17"	"302"	25.6595	9.3782495	"hmel"
"10"	"303"	46.8425	16.4686035	"hmel"
"18"	"305"	9.6865	2.406446	"hmel"
"9"	"309"	15.761	3.9461745	"hmel"
"14"	"310"	35.994	6.227633	"hmel"
"3"	"311"	3.602	2.107269	"hmel"
"13"	"312"	37.736	13.165082	"hmel"
"15"	"315"	21.8485	6.777204	"hmel"
"1"	"316"	32.398	13.466715	"hmel"
"17"	"317"	8.3915	2.904967	"hmel"
"11"	"321"	10.919	3.9600445	"hmel"
"17"	"322"	29.3515	10.125812	"hmel"
"4"	"323"	21.937	5.7345465	"hmel"
"15"	"324"	14.482	5.67339	"hmel"
"13"	"326"	26.9	9.7826595	"hmel"
"18"	"327"	37.8945	11.672268	"hmel"
"9"	"328"	12.086	2.949094	"hmel"
"5"	"329"	23.131	7.383804	"hmel"
"16"	"330"	14.569	4.76302	"hmel"
"3"	"333"	24.2115	7.4731945	"hmel"
"7"	"334"	2.3975	0.5655395	"hmel"
"1"	"336"	26.5205	9.4562635	"hmel"
"14"	"337"	25.466	4.206441	"hmel"
"10"	"338"	51.0745	17.241677	"hmel"
"12"	"339"	35.999	14.978265	"hmel"
"13"	"341"	0	0.1359155	"hmel"
"12"	"342"	33.6485	13.7826225	"hmel"
"3"	"344"	14.592	4.4175335	"hmel"
"10"	"345"	39.782	14.07579	"hmel"
"18"	"346"	42.765	12.8644195	"hmel"
"15"	"347"	4.773	2.6040595	"hmel"
"6"	"348"	23.1	7.7644615	"hmel"
"16"	"349"	33.973	8.8845415	"hmel"
"13"	"351"	3.599	0.7623325	"hmel"
"16"	"352"	4.817	2.032838	"hmel"
"15"	"354"	8.3605	4.6489335	"hmel"
"20"	"355"	25.6205	5.3359175	"hmel"
"20"	"356"	29.2015	5.7985325	"hmel"
"18"	"357"	17.0305	5.6446875	"hmel"
"18"	"359"	28.0925	9.333608	"hmel"
"19"	"360"	18.1035	3.415306	"hmel"
"13"	"361"	12.1535	2.223355	"hmel"
"9"	"362"	0	0.109827	"hmel"
"16"	"365"	26.779	6.76668	"hmel"
"8"	"366"	12.113	2.8935185	"hmel"
"15"	"367"	23.046	7.334092	"hmel"
"12"	"369"	8.4705	2.289341	"hmel"
"4"	"371"	10.8365	4.287977	"hmel"
"8"	"374"	14.5355	4.2298735	"hmel"
"14"	"375"	33.0105	5.9672095	"hmel"
"4"	"376"	7.151	3.6103515	"hmel"
"19"	"377"	30.0375	12.130019	"hmel"
"13"	"378"	1.1995	0.4979555	"hmel"
"17"	"379"	10.8375	3.601898	"hmel"
"4"	"380"	9.5925	4.123629	"hmel"
"14"	"381"	37.4525	6.5692565	"hmel"
"10"	"382"	42.6365	14.670989	"hmel"
"1"	"383"	1.192	0.276927	"hmel"
"20"	"384"	17.225	4.0062705	"hmel"
"17"	"385"	5.9785	1.841783	"hmel"
"12"	"386"	9.676	2.978572	"hmel"
"1"	"388"	37.3425	14.396912	"hmel"
"1"	"389"	22.9745	7.906631	"hmel"
"15"	"390"	24.236	7.8856445	"hmel"
"20"	"391"	4.7585	2.03744	"hmel"
"5"	"393"	14.577	5.9324565	"hmel"
"4"	"394"	21.937	5.643969	"hmel"
"19"	"395"	22.888	8.1162685	"hmel"
"6"	"399"	36.4395	12.3287075	"hmel"
"12"	"400"	0	0.4371725	"hmel"
"1"	"401"	19.3885	6.543357	"hmel"
"11"	"402"	10.919	3.8817995	"hmel"
"18"	"405"	14.5885	4.2213875	"hmel"
"15"	"406"	1.1955	1.846226	"hmel"
"11"	"408"	14.545	6.602803	"hmel"
"4"	"409"	18.305	5.123839	"hmel"
"3"	"411"	15.8035	5.433619	"hmel"
"18"	"412"	17.0305	5.6692875	"hmel"
"11"	"413"	19.394	8.7330355	"hmel"
"12"	"414"	1.187	0.9655185	"hmel"
"10"	"415"	15.5455	4.640088	"hmel"
"19"	"416"	7.1875	1.3621915	"hmel"
"18"	"417"	41.5525	12.291392	"hmel"
"18"	"419"	15.8095	4.8831665	"hmel"
"4"	"420"	4.7485	2.8845905	"hmel"
"12"	"421"	37.189	15.7714425	"hmel"
"8"	"422"	14.5355	4.162034	"hmel"
"1"	"423"	1.192	0.303879	"hmel"
"1"	"424"	4.91	0.635377	"hmel"
"11"	"425"	10.919	3.97835	"hmel"
"9"	"426"	3.589	1.180787	"hmel"
"1"	"427"	18.1885	5.556515	"hmel"
"8"	"428"	18.117	4.878132	"hmel"
"5"	"430"	27.996	7.9155055	"hmel"
"16"	"431"	12.1265	3.1978255	"hmel"
"2"	"433"	2.1575	0.486744	"hmel"
"16"	"434"	15.784	5.27468	"hmel"
"16"	"435"	14.569	4.747235	"hmel"
"6"	"437"	20.636	6.1197815	"hmel"
"3"	"438"	23.0125	7.2296435	"hmel"
"3"	"439"	19.4235	6.130477	"hmel"
"14"	"440"	13.436	1.841757	"hmel"
"8"	"441"	7.2385	1.3976755	"hmel"
"6"	"442"	8.451	2.8731635	"hmel"
"11"	"443"	3.628	2.1577085	"hmel"
"11"	"446"	10.919	3.8564475	"hmel"
"19"	"447"	30.0375	12.18748	"hmel"
"6"	"448"	18.1655	5.713827	"hmel"
"10"	"449"	7.011	2.9448455	"hmel"
"15"	"450"	5.964	3.665616	"hmel"
"9"	"451"	23.102	6.473001	"hmel"
"19"	"452"	36.1715	13.430602	"hmel"
"14"	"453"	16.4415	2.348189	"hmel"
"20"	"454"	2.376	1.344779	"hmel"
"13"	"455"	35.3455	12.171381	"hmel"
"17"	"456"	4.777	1.682007	"hmel"
"8"	"457"	14.5355	4.1443665	"hmel"
"6"	"458"	6.0505	1.791364	"hmel"
"15"	"459"	0	0.2462535	"hmel"
"10"	"461"	11.2325	3.899465	"hmel"
"5"	"462"	14.577	5.898632	"hmel"
"15"	"463"	10.7865	5.141717	"hmel"
"14"	"464"	1.4715	0.2147755	"hmel"
"10"	"465"	27.1065	6.8172035	"hmel"
"13"	"466"	8.492	1.0802285	"hmel"
"18"	"467"	46.398	14.164435	"hmel"
"10"	"468"	8.4055	3.283331	"hmel"
"6"	"469"	8.451	2.796979	"hmel"
"2"	"470"	4.4975	1.0955935	"hmel"
"11"	"471"	15.762	7.335189	"hmel"
"17"	"472"	26.884	9.8403665	"hmel"
"6"	"474"	29.2245	9.1000995	"hmel"
"11"	"477"	0	0.716694	"hmel"
"11"	"478"	15.762	7.322605	"hmel"
"1"	"479"	19.3885	6.388419	"hmel"
"6"	"480"	15.7125	5.0581805	"hmel"
"18"	"482"	47.6025	14.392312	"hmel"
"1"	"483"	13.4015	3.50795	"hmel"
"17"	"484"	15.8275	4.3215925	"hmel"
"7"	"487"	23.169	9.0874445	"hmel"
"1"	"488"	34.8335	14.197645	"hmel"
"12"	"489"	30.024	11.817645	"hmel"
"6"	"491"	14.497	4.483831	"hmel"
"17"	"493"	21.9755	9.0851275	"hmel"
"18"	"494"	18.2595	5.915509	"hmel"
"3"	"495"	9.71	2.923954	"hmel"
"16"	"497"	0	0.4804865	"hmel"
"18"	"498"	42.765	12.970859	"hmel"
"1"	"499"	39.8475	14.484009	"hmel"
"11"	"500"	16.9745	7.913828	"hmel"
"6"	"501"	9.6585	3.1743125	"hmel"
"3"	"502"	2.3955	1.8733595	"hmel"
"13"	"503"	23.1965	6.916583	"hmel"
"4"	"504"	13.3445	4.562302	"hmel"
"14"	"505"	16.4415	2.3251645	"hmel"
"10"	"506"	18.431	5.1810975	"hmel"
"18"	"507"	12.138	3.134997	"hmel"
"17"	"508"	18.288	5.049535	"hmel"
"3"	"510"	0	0.845212	"hmel"
"12"	"511"	32.454	13.0913675	"hmel"
"18"	"512"	35.424	10.9036015	"hmel"
"11"	"513"	0	0.8585095	"hmel"
"17"	"514"	19.51	7.093844	"hmel"
"8"	"516"	8.455	1.805004	"hmel"
"14"	"517"	7.3975	0.827674	"hmel"
"14"	"518"	19.425	3.0129905	"hmel"
"10"	"519"	7.011	2.93368	"hmel"
"12"	"520"	27.6785	11.531675	"hmel"
"13"	"521"	24.437	7.8339425	"hmel"
"17"	"522"	34.2695	13.006136	"hmel"
"4"	"524"	14.594	4.7499825	"hmel"
"12"	"525"	32.454	13.0334225	"hmel"
"19"	"526"	41.0275	14.3435155	"hmel"
"11"	"531"	3.628	2.1577185	"hmel"
"18"	"532"	34.214	10.5197315	"hmel"
"13"	"533"	4.81	0.8436855	"hmel"
"18"	"534"	7.2425	1.9806545	"hmel"
"11"	"535"	24.1965	10.8564315	"hmel"
"19"	"536"	41.0275	14.3552825	"hmel"
"8"	"539"	21.763	5.8014835	"hmel"
"6"	"540"	28.0055	9.0587215	"hmel"
"15"	"541"	14.482	5.9742805	"hmel"
"19"	"542"	26.47	9.23346	"hmel"
"10"	"543"	11.2325	3.8662715	"hmel"
"10"	"547"	49.6605	16.822751	"hmel"
"19"	"548"	8.407	1.5047355	"hmel"
"19"	"549"	22.888	7.9558465	"hmel"
"3"	"550"	6.038	2.2319015	"hmel"
"14"	"551"	1.4715	0.276696	"hmel"
"5"	"554"	0	0.465719	"hmel"
"5"	"555"	23.131	7.3956085	"hmel"
"20"	"559"	23.236	4.810325	"hmel"
"6"	"560"	26.779	8.878943	"hmel"
"7"	"561"	34.124	11.1690825	"hmel"
"10"	"562"	44.0455	15.56189	"hmel"
"4"	"564"	29.1525	6.646357	"hmel"
"17"	"565"	21.9755	9.0425385	"hmel"
"8"	"566"	3.5815	1.07729	"hmel"
"14"	"567"	28.4565	5.299648	"hmel"
"20"	"568"	24.43	4.991361	"hmel"
"7"	"569"	24.382	10.019701	"hmel"
"3"	"570"	2.3955	1.8155025	"hmel"
"1"	"571"	15.804	4.1956425	"hmel"
"11"	"572"	12.123	5.2483395	"hmel"
"1"	"573"	18.1885	5.6705905	"hmel"
"8"	"574"	19.3345	5.1530435	"hmel"
"9"	"575"	8.4325	1.6554255	"hmel"
"18"	"576"	20.7225	6.431173	"hmel"
"1"	"577"	48.3985	15.336735	"hmel"
"15"	"578"	3.582	2.253269	"hmel"
"6"	"579"	24.3235	8.1302885	"hmel"
"13"	"581"	2.397	0.688351	"hmel"
"10"	"582"	1.3815	1.537448	"hmel"
"12"	"583"	22.8585	9.764383	"hmel"
"6"	"585"	30.432	9.39089	"hmel"
"4"	"586"	1.188	1.461161	"hmel"
"9"	"588"	24.3285	6.7106805	"hmel"
"13"	"589"	4.81	0.8425235	"hmel"
"20"	"593"	22.042	4.522346	"hmel"
"5"	"594"	10.936	4.3427655	"hmel"
"6"	"596"	7.2505	2.383487	"hmel"
"7"	"597"	13.4565	5.1888995	"hmel"
"13"	"598"	3.599	0.762312	"hmel"
"5"	"599"	16.9855	7.0414325	"hmel"
"19"	"600"	39.8265	14.2356725	"hmel"
"13"	"602"	6.032	0.9663895	"hmel"
"3"	"603"	15.8035	5.417296	"hmel"
"17"	"604"	9.613	3.1591675	"hmel"
"7"	"605"	36.446	12.0257285	"hmel"
"2"	"606"	9.0915	2.5958175	"hmel"
"7"	"607"	21.9555	9.209742	"hmel"
"6"	"608"	10.8615	3.690585	"hmel"
"15"	"610"	5.964	3.7819545	"hmel"
"14"	"612"	26.964	4.643006	"hmel"
"3"	"613"	14.592	4.5630625	"hmel"
"14"	"614"	14.9425	2.0198765	"hmel"
"14"	"616"	14.9425	2.0584215	"hmel"
"15"	"617"	9.5675	4.965942	"hmel"
"18"	"618"	29.321	9.5359915	"hmel"
"20"	"620"	26.8125	5.6296485	"hmel"
"6"	"621"	21.8755	6.7620605	"hmel"
"17"	"623"	20.733	8.6110825	"hmel"
"8"	"624"	24.2195	5.969435	"hmel"
"19"	"625"	27.664	9.9822145	"hmel"
"19"	"626"	42.226	14.6556685	"hmel"
"10"	"627"	0	0.2848495	"hmel"
"6"	"628"	23.1	7.6767635	"hmel"
"18"	"629"	6.03	1.587549	"hmel"
"10"	"630"	28.5565	7.5208765	"hmel"
"7"	"631"	17.112	6.458526	"hmel"
"13"	"632"	30.5355	11.042982	"hmel"
"17"	"633"	35.4995	13.653935	"hmel"
"14"	"634"	5.9	0.6638195	"hmel"
"12"	"635"	34.7885	14.5575025	"hmel"
"20"	"636"	20.8455	4.352558	"hmel"
"3"	"637"	0	0.760223	"hmel"
"11"	"638"	2.4185	1.7634355	"hmel"
"14"	"639"	4.413	0.686223	"hmel"
"15"	"640"	3.582	2.48383	"hmel"
"17"	"641"	28.117	10.0363555	"hmel"
"5"	"644"	12.153	5.170517	"hmel"
"1"	"645"	28.9165	11.590175	"hmel"
"8"	"647"	12.113	2.839978	"hmel"
"1"	"648"	0	0.0697625	"hmel"
"18"	"653"	50.0135	15.1809005	"hmel"
"4"	"654"	23.137	6.11286	"hmel"
"13"	"657"	24.437	7.7623105	"hmel"
"18"	"658"	13.3625	3.569265	"hmel"
"20"	"659"	5.946	2.800946	"hmel"
"19"	"660"	28.8265	10.8389525	"hmel"
"11"	"661"	12.123	5.2797995	"hmel"
"10"	"662"	9.8065	3.590302	"hmel"
"18"	"663"	31.7755	9.958662	"hmel"
"7"	"664"	17.112	6.6631665	"hmel"
"6"	"665"	35.238	12.086021	"hmel"
"1"	"667"	48.3985	15.336747	"hmel"
"12"	"668"	3.581	1.611912	"hmel"
"7"	"670"	4.799	1.6476665	"hmel"
"13"	"672"	29.3305	10.5135615	"hmel"
"20"	"673"	28.006	5.7164625	"hmel"
"10"	"674"	42.6365	14.775151	"hmel"
"5"	"675"	4.7955	2.664821	"hmel"
"18"	"676"	37.8945	11.6511205	"hmel"
"12"	"677"	10.9175	3.563284	"hmel"
"14"	"678"	19.425	2.878474	"hmel"
"16"	"679"	33.973	8.9785865	"hmel"
"17"	"680"	1.1865	1.105236	"hmel"
"18"	"681"	4.8195	1.274814	"hmel"
"10"	"682"	31.3735	9.7526215	"hmel"
"4"	"684"	17.0815	4.9550365	"hmel"
"16"	"685"	20.6885	5.7305535	"hmel"
"11"	"688"	6.0665	2.5681465	"hmel"
"11"	"689"	23.004	9.8070235	"hmel"
"20"	"690"	0	0.4094905	"hmel"
"20"	"691"	17.225	4.024453	"hmel"
"9"	"693"	13.309	3.461999	"hmel"
"13"	"694"	34.148	11.9256465	"hmel"
"5"	"695"	25.5815	7.7001685	"hmel"
"15"	"696"	15.7115	6.3960265	"hmel"
"11"	"698"	13.331	6.020435	"hmel"
"17"	"699"	12.0775	3.9412585	"hmel"
"15"	"700"	8.3605	3.766768	"hmel"
"16"	"701"	20.6885	5.601002	"hmel"
"19"	"702"	26.47	9.173328	"hmel"
"6"	"703"	29.2245	9.100464	"hmel"
"9"	"704"	21.8805	5.929614	"hmel"
"2"	"706"	0	0.0066345	"hmel"
"17"	"707"	31.8005	11.482302	"hmel"
"16"	"708"	21.909	5.935312	"hmel"
"18"	"709"	36.6605	11.224483	"hmel"
"20"	"710"	1.193	0.996525	"hmel"
"6"	"711"	26.779	8.9071335	"hmel"
"19"	"712"	16.907	2.603328	"hmel"
"14"	"713"	10.422	1.3895705	"hmel"
"12"	"714"	20.4725	8.6790825	"hmel"
"14"	"716"	37.4525	6.5746465	"hmel"
"10"	"717"	36.886	13.8142155	"hmel"
"18"	"719"	40.337	11.9337495	"hmel"
"6"	"720"	37.6415	12.8856235	"hmel"
"13"	"721"	10.942	1.9147935	"hmel"
"16"	"722"	13.348	3.729684	"hmel"
"2"	"723"	8.0095	1.882715	"hmel"
"6"	"724"	16.932	5.5160235	"hmel"
"12"	"725"	19.2745	8.3468915	"hmel"
"13"	"726"	18.2405	6.4437165	"hmel"
"15"	"728"	1.1955	1.855804	"hmel"
"6"	"729"	2.409	1.145544	"hmel"
"6"	"731"	14.497	4.624302	"hmel"
"10"	"732"	0	0.2983765	"hmel"
"6"	"733"	2.409	1.1147075	"hmel"
"10"	"734"	16.987	4.8258805	"hmel"
"10"	"735"	48.257	16.7452635	"hmel"
"19"	"736"	21.692	7.7606805	"hmel"
"17"	"737"	17.0595	4.6068595	"hmel"
"8"	"738"	18.117	4.8336495	"hmel"
"1"	"739"	50.7735	15.722631	"hmel"
"9"	"740"	32.8985	8.0436085	"hmel"
"18"	"742"	50.0135	15.18787	"hmel"
"4"	"743"	24.336	6.3719545	"hmel"
"3"	"744"	13.3755	3.538548	"hmel"
"17"	"746"	19.51	6.9413655	"hmel"
"12"	"747"	18.097	8.0250185	"hmel"
